track_id,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre
3nqQXoyQOWXiESFLlDF1hG,100,156943,FALSE,0.714,0.472,2,-7.375,1,0.0864,0.013,4.51E-06,0.266,0.238,131.121,4,pop
3hVc5y5mbcIEPADRGGGru9,59,196556,FALSE,0.655,0.629,1,-7.231,1,0.0415,0.00109,0.063,0.0752,0.193,131.966,4,hip-hop
0dkvbYmXYEPK7gGMdytmfI,75,168810,TRUE,0.797,0.44,5,-6.587,0,0.0594,0.471,1.57E-06,0.0849,0.436,111.014,4,indie-pop
6E1YebXpPPtujMUljDNlOo,67,192000,FALSE,0.519,0.546,8,-9.368,1,0.0763,0.0827,0,0.133,0.0862,115.799,4,r-n-b
7cOr5Lj5tv0A1IPO5hVriz,0,180589,FALSE,0.735,0.648,1,-4.523,0,0.0334,0.0114,0.000213,0.309,0.395,97.985,4,indie-pop
1Wm35uHkiDlb3YKPJeh5Oh,50,152523,FALSE,0.638,0.489,11,-6.206,1,0.0278,0.582,0,0.0965,0.548,106.915,4,indie-pop
2epRW3O5YLwiqcxOdaI4Mm,58,299560,FALSE,0.791,0.469,4,-10.782,0,0.063,0.146,0.0187,0.108,0.862,163.065,4,synth-pop
3RU4IbiteV8v6Haa7sDrOV,0,172342,FALSE,0.795,0.565,3,-4.457,0,0.0948,0.131,0,0.0802,0.55,87.925,4,hip-hop
62GHlwr1hoj9l1UAMb4zbV,46,265426,FALSE,0.617,0.672,5,-7.817,1,0.0302,0.0855,0.000125,0.052,0.931,135.518,4,r-n-b
3T0oPETOdddxJ2xTt2qJe4,70,210000,FALSE,0.665,0.539,11,-7.213,0,0.0474,0.825,5.85E-06,0.121,0.368,110.101,4,hip-hop
2BgEsaKNfHUdlh97KmvFyo,82,186986,FALSE,0.697,0.683,1,-2.881,0,0.117,0.0372,0,0.137,0.603,96.133,4,pop
2DpJ9T2RVRanZcYFHKOAfA,69,154733,FALSE,0.547,0.335,4,-9.2,0,0.0307,0.747,0,0.101,0.474,115.838,3,r-n-b
5C0ngbdNdOEfnB64DyQQhO,25,239320,FALSE,0.619,0.95,9,-5.294,0,0.0874,0.00552,0.0169,0.188,0.872,128.129,4,synth-pop
08bNPGLD8AhKpnnERrAc6G,79,202620,TRUE,0.626,0.88,9,-2.384,0,0.0504,0.205,0,0.128,0.534,95.079,4,pop
5fwRhPXAvGgzUxW62ZCvEg,66,320040,FALSE,0.465,0.822,8,-4.826,0,0.066,0.136,0.000442,0.0898,0.405,89.761,4,pop
1gWtHDe403RuyZqhvSRcv8,56,216885,FALSE,0.362,0.763,3,-8.514,1,0.0589,0.015,0.00481,0.237,0.431,187.291,4,indie-pop
3Fr1WmziIKmhU9s5fNKZrQ,59,214405,FALSE,0.746,0.637,7,-5.816,0,0.161,0.00155,0,0.404,0.32,89.986,4,hip-hop
1OfHes9WQdGQSIgNwrqIAw,55,156729,FALSE,0.642,0.907,2,-3.26,0,0.0507,0.00768,6.43E-05,0.0696,0.357,107.06,4,r-n-b
7c5gFNt49WZ1vHbVHT13Yz,2,198786,FALSE,0.7,0.917,0,-4.897,1,0.115,0.0773,0,0.065,0.888,130.04,4,hip-hop
6A2itXgDf96XHp9qR6oyPN,71,265010,FALSE,0.512,0.488,5,-10.31,1,0.0328,0.428,5.10E-05,0.109,0.141,170.017,3,indie-pop
0yc6Gst2xkRu0eMLeRMGCX,84,290616,FALSE,0.37,0.467,5,-9.013,1,0.0273,0.0205,0.572,0.109,0.182,94.485,4,pop
2wkVnwWcT3DgxQU0oifynE,2,136266,TRUE,0.773,0.422,1,-4.572,0,0.187,0.00783,0.00693,0.129,0.488,77.502,1,hip-hop
3ncHRNk5WKoPQHJFZ3zKKR,20,249826,FALSE,0.612,0.876,0,-7.836,1,0.0339,0.0967,4.41E-05,0.0765,0.971,135.106,4,synth-pop
7fkye7kZSoe0TYdcyWNJ3U,40,198058,FALSE,0.583,0.544,7,-4.483,1,0.0269,0.406,0,0.344,0.564,157.988,4,r-n-b
1jAVN7pbj6QvSxxxZzb8NT,2,242096,FALSE,0.586,0.616,5,-7.964,1,0.0324,0.182,0,0.0927,0.719,148.088,4,pop
22kRCQPyNXWZSQEcDvCmGD,62,230661,FALSE,0.673,0.663,4,-10.026,1,0.0446,0.0648,1.79E-05,0.117,0.678,124.002,4,hip-hop
5tD1hLCu8eQek2KSq1yI8a,0,160677,FALSE,0.581,0.571,9,-6.924,1,0.0738,0.587,0,0.139,0.456,117.965,4,indie-pop
2NBRmMAaBn4oJ5A5BG3UL5,42,240692,FALSE,0.856,0.48,10,-8.237,1,0.0357,0.77,0,0.122,0.77,109.976,4,indie-pop
5vwe8vW5fEJgymhjfol1cu,47,220638,FALSE,0.646,0.738,2,-7.156,0,0.256,0.489,2.11E-05,0.151,0.865,155.035,4,indie-pop
2PCSrsG1MyOYyFbJ0m9mVN,42,172298,FALSE,0.512,0.165,1,-12.687,1,0.033,0.899,0.236,0.0979,0.0869,140.81,3,indie-pop
0VjIjW4GlUZAMYd2vXMi3b,91,200040,FALSE,0.514,0.73,1,-5.934,1,0.0598,0.00146,9.54E-05,0.0897,0.334,171.005,4,pop
5MG69A9XyXDbBbeOxdR3Tl,68,123949,TRUE,0.796,0.727,1,-4.726,1,0.04,0.793,2.49E-05,0.0858,0.818,104.98,4,indie-pop
7JpSvH2vnhDjz1jaqXZShL,24,235333,FALSE,0.589,0.678,1,-8.24,1,0.0297,0.0145,0.00998,0.142,0.443,124.894,4,synth-pop
5D8VfHh23WSkySUEp20pKN,39,263645,FALSE,0.533,0.678,1,-4.401,0,0.0334,0.00779,6.69E-05,0.132,0.0596,111.027,4,synth-pop
75JjsyGDbAaO2tPvdcYZp8,0,171426,FALSE,0.751,0.612,10,-3.196,1,0.0361,0.261,2.48E-05,0.359,0.942,116.016,4,r-n-b
1NoaJoxPKQr9XNLOuKTyNV,65,293546,FALSE,0.718,0.458,7,-10.632,1,0.033,0.685,0.00222,0.118,0.567,119.958,4,pop
0lU5O0fJPbPna1FjoCjJKi,44,184000,FALSE,0.821,0.604,8,-8.699,1,0.0858,0.651,0,0.131,0.906,100.033,4,indie-pop
0wr1v0WSbEnmOm0B22yYHz,59,132000,FALSE,0.838,0.251,10,-9.992,1,0.0503,0.714,0,0.0459,0.893,107.972,4,indie-pop
0drLWHcGw3j6xZKn7zGJ7X,42,202706,FALSE,0.701,0.888,7,-4.798,1,0.116,0.458,0,0.684,0.808,120.048,4,r-n-b
3ee8Jmje8o58CHK66QrVC2,83,166605,TRUE,0.74,0.613,8,-4.88,1,0.145,0.258,0.00372,0.123,0.473,75.023,4,hip-hop
6UdT0xAiyiSZaFkvM0jQkf,0,134781,FALSE,0.856,0.656,5,-6.474,1,0.076,0.496,0,0.559,0.951,133.931,4,indie-pop
32FVH23yFXr8Z0sfjRw4It,72,199420,FALSE,0.761,0.554,1,-8.119,0,0.0854,0.193,0.00844,0.0802,0.555,92.52,4,pop
4dyx5SzxPPaD8xQIid5Wjj,75,276693,FALSE,0.699,0.812,0,-6.005,1,0.0377,0.0164,0.000763,0.105,0.662,138.185,4,r-n-b
3Vmo13MxVRKBszmfK61ONH,72,190153,TRUE,0.791,0.687,1,-6.279,1,0.104,0.00665,2.12E-06,0.0986,0.513,130.154,4,pop
3a3xhycCEf2HN4fm4nIe1O,53,143661,FALSE,0.805,0.879,4,-4.799,0,0.0415,0.0503,0.000758,0.338,0.912,142,4,synth-pop
0ERQd3bFJvmuU1ofB3EYPz,1,286546,FALSE,0.573,0.527,5,-8.726,1,0.0309,0.0854,0.00928,0.216,0.15,103.985,4,synth-pop
3zOeueIyWEHCPhDz6C8LE7,23,214693,FALSE,0.71,0.556,5,-12.997,1,0.0563,0.0356,0.00152,0.0743,0.305,120.825,4,synth-pop
5O9PFuKZDQKdtm2FIZgznR,23,208828,FALSE,0.54,0.77,2,-5.597,1,0.0279,0.0394,4.67E-06,0.0904,0.187,133.942,4,synth-pop
4rIh6qpabjGU9JEYygzhud,0,199533,FALSE,0.823,0.441,8,-7.645,1,0.156,0.636,7.68E-05,0.114,0.752,135.947,4,indie-pop
5qEn8c0MBzyRKgQq91Vevi,68,209386,FALSE,0.545,0.968,9,-3.553,0,0.0853,0.0387,0.00325,0.331,0.527,169.965,4,indie-pop
5upbYedO0GhVf7wOMcj2Lk,44,215424,FALSE,0.655,0.512,11,-7.429,0,0.188,0.0506,0.000177,0.318,0.539,160.101,4,r-n-b
56MZA3YYYizwTSCWVwh68t,42,218933,FALSE,0.737,0.522,5,-2.928,1,0.0407,0.698,3.61E-05,0.107,0.905,150.079,3,r-n-b
0xaKeBp5xP2o0fsPr9iDDH,44,205800,FALSE,0.41,0.626,9,-13.01,0,0.0316,0.0055,0.000106,0.19,0.594,78.895,4,r-n-b
6cj1qZxN3I2OxvYMDlIsNN,58,193461,FALSE,0.704,0.327,7,-16.332,1,0.396,0.749,0,0.102,0.491,96.082,4,indie-pop
4sRcdrQrFilYpMIybCwgKU,63,230640,FALSE,0.6,0.451,4,-10.246,0,0.0344,0.133,1.23E-05,0.122,0.223,78.023,4,pop
6bvZRLLkBKkmgpBJTTj3QK,75,180956,FALSE,0.813,0.787,11,-4.254,1,0.0777,0.0452,0.000107,0.0506,0.326,130.018,4,pop
1YJ4vpxPL6Wgo8gmRnvqSp,59,280360,FALSE,0.539,0.672,0,-11.36,1,0.0472,0.342,1.05E-05,0.123,0.611,112.399,4,synth-pop
5FXMRdJjKq1BIX4e8Eg9mK,69,241668,FALSE,0.697,0.438,8,-8.411,1,0.0289,0.397,0,0.293,0.58,117.954,4,pop
6k6hZqSbLGC3qJSCYwIfUH,22,268066,FALSE,0.816,0.79,11,-6.719,0,0.0327,0.0233,0.302,0.0783,0.885,131.613,4,synth-pop
1jdAzKbRRrIQ3fpodftKfj,48,141400,FALSE,0.574,0.89,6,-5.789,0,0.041,0.082,0,0.0741,0.83,97.9,4,r-n-b
74o1pFywinH2eEPxbbaLqc,47,178066,FALSE,0.583,0.463,7,-11.85,1,0.0287,0.939,7.08E-05,0.0641,0.413,132.349,4,r-n-b
3EqgnmFJIarfSqSdBWMI8r,62,243870,FALSE,0.43,0.744,11,-5.105,0,0.132,0.498,0,0.381,0.736,87.726,4,pop
5bWsrvSklKrDrYbBgqknno,0,209786,FALSE,0.736,0.878,1,-3.604,0,0.0428,0.0682,6.40E-05,0.756,0.662,100.024,4,hip-hop
1skGwRjc7wYY70PJCAkKMr,70,232258,FALSE,0.824,0.543,4,-8.667,0,0.209,0.101,0,0.178,0.548,124.018,4,pop
5Nc2SsX7qFymhcA6dStJdQ,0,211346,FALSE,0.53,0.304,7,-10.509,1,0.0342,0.825,0.0182,0.145,0.301,90.495,3,r-n-b
1AmjPmlSpm2UvK5ws4HT6l,0,191188,TRUE,0.686,0.511,10,-7.782,1,0.0284,0.133,6.30E-05,0.102,0.39,107.067,4,indie-pop
6LA7WgwRca4bYg7Ip50dqN,50,152214,FALSE,0.602,0.642,2,-5.404,0,0.211,0.0131,5.33E-06,0.0668,0.54,175.978,4,indie-pop
4YPv3f4Jd1MD3KmV0WoXi1,0,184026,FALSE,0.579,0.33,2,-11.108,1,0.0395,0.739,0,0.0785,0.298,79.885,4,indie-pop
7qm1JpihtROAIU1XpvqYHS,59,228866,FALSE,0.636,0.559,8,-10.313,1,0.0249,0.0562,0.000754,0.0562,0.512,101.4,4,synth-pop
5xe8JKOPu53Q2Fa2FRuCfZ,1,245106,FALSE,0.771,0.898,11,-6.432,0,0.0404,0.299,0.0899,0.0889,0.961,116.204,4,r-n-b
1Fo5vUDqQXvOmtBmicJiNY,42,254786,FALSE,0.563,0.37,10,-9.384,1,0.0312,0.829,0.000976,0.088,0.274,75.037,4,indie-pop
2x70dGJLC0mMQYBfl9qweR,25,324853,FALSE,0.252,0.703,5,-8.396,0,0.0467,0.0358,0.0779,0.712,0.0689,176.088,3,synth-pop
6Es8MOlBfFcCmHZhhLoroo,3,186066,FALSE,0.821,0.602,9,-6.628,1,0.168,0.108,0,0.246,0.628,90.035,4,pop
7dJP4ns1P10f7m1jt0cWeX,0,250026,FALSE,0.627,0.704,0,-8.415,1,0.0497,0.0458,0.0859,0.113,0.781,141.891,4,synth-pop
6ei4QrpcciclGH593uHKo8,59,267693,FALSE,0.705,0.443,10,-8.422,1,0.0349,0.744,0.556,0.163,0.376,112.001,4,synth-pop
18AJRdgUoO9EYn11N7xzaT,,209160,FALSE,,,5,,1,0.0315,0.0703,6.59E-05,0.0829,0.348,,4,synth-pop
1dVZeuQFWzSI22d3hPEncI,8,182413,TRUE,0.843,0.789,7,-2.801,1,0.247,0.0028,2.41E-05,0.0322,0.571,125.071,4,hip-hop
3WRr1TGp0glkYj7hL4unH5,0,231124,FALSE,0.632,0.773,6,-4.856,1,0.0346,0.0623,0,0.0885,0.474,130.033,4,pop
62MosvjGMQY3HeGPFEsmM1,72,186018,FALSE,0.652,0.801,0,-6.632,1,0.0576,0.0717,1.22E-06,0.264,0.346,121.099,4,synth-pop
0ke4LdLYRcNHY03nlYyN47,41,219583,FALSE,0.556,0.453,3,-7.798,1,0.0254,0.122,0,0.0802,0.324,143.914,4,indie-pop
4s0QpaeB5a3C9cxNGqPXxk,57,306626,FALSE,0.462,0.859,2,-5.083,1,0.0466,0.00125,0.735,0.216,0.495,146.16,4,synth-pop
2p3hIfkLDE8AN2fvR3woq4,41,334533,FALSE,0.484,0.448,10,-6.952,1,0.0454,0.731,0,0.0737,0.607,80.43,4,r-n-b
3BSjclxC2Idsc5d8LsCJwj,51,158879,FALSE,0.587,0.55,4,-4.967,0,0.0279,0.712,0,0.182,0.525,109.967,3,r-n-b
7iL6o9tox1zgHpKUfh9vuC,83,193466,TRUE,0.899,0.713,6,-2.752,0,0.366,0.255,0,0.0708,0.777,90.051,4,hip-hop
6IzjGEM0s8Q3avi1DHc5Fc,0,163693,FALSE,0.668,0.63,4,-6.368,1,0.041,0.256,0.0267,0.162,0.904,143.041,4,r-n-b
2tjWCe2W7sgvS3C8NHcdtI,74,222500,FALSE,0.435,0.658,7,-5.949,0,0.0368,0.699,0,0.125,0.524,77.17,4,hip-hop
6Pf2T6xvc8C0lWrkg0yUFc,66,267727,FALSE,0.783,0.942,11,-4.371,0,0.0815,0.176,2.01E-06,0.175,0.908,132.028,4,pop
4BppmhMgZbObWXLwFRxOjC,,219517,FALSE,,,8,,1,0.0315,0.0824,2.03E-06,0.105,0.348,,4,indie-pop
3PWYDDiIbO4gTPArrAtir0,0,351640,TRUE,0.378,0.664,1,-6.698,1,0.0407,0.542,0.00397,0.11,0.0941,106.316,4,pop
01ugCDMaqFgnjKtXl0O2CE,34,322760,FALSE,0.614,0.655,10,-11.744,0,0.0297,0.0019,0.126,0.0844,0.342,125.905,4,synth-pop
0kzmBBR1Jjx5zBZKx9lsJr,62,278622,FALSE,0.754,0.845,10,-2.554,0,0.161,0.126,0,0.603,0.793,86.978,4,hip-hop
1WDDMw1k46OS4W2IGxmLzj,4,167760,FALSE,0.705,0.562,8,-3.378,0,0.0674,0.257,0,0.137,0.569,163.893,4,pop
2jLb85FBel6Z1weO31KOHb,0,193143,FALSE,0.887,0.388,8,-14.505,1,0.349,0.739,0.143,0.106,0.205,120.035,4,pop
1TpL0qUaPji2MMO1FEaxvf,43,214573,FALSE,0.772,0.497,4,-3.184,0,0.0452,0.764,5.16E-06,0.0771,0.657,134.86,3,r-n-b
0EiZCuVOP3E9MobSidssSC,55,374173,FALSE,0.497,0.519,2,-8.324,1,0.0297,0.0754,3.07E-05,0.0391,0.415,74.967,4,indie-pop
0TBBrqwC87pusube1JOiw9,42,207453,FALSE,0.728,0.333,10,-11.611,1,0.0387,0.462,0,0.112,0.966,102.586,4,r-n-b
6c9nkeetGbsoXa7d5E1wHa,63,260226,FALSE,0.394,0.547,2,-9.276,1,0.0383,0.436,0.000111,0.344,0.151,181.74,4,synth-pop
2vCWLIZ7wdJ71KNmpfZWAQ,44,140718,FALSE,0.728,0.5,10,-9.436,1,0.0534,0.76,0,0.0379,0.938,94.078,4,r-n-b
5g9l2wR9FHYUKfLwgAcWnk,2,170964,FALSE,0.438,0.178,5,-9.402,1,0.0414,0.957,1.10E-06,0.316,0.344,75.25,1,pop
2tLDIzkhdp0M0MyUDchiLk,0,159123,FALSE,0.87,0.479,9,-7.779,1,0.165,0.161,0.000157,0.209,0.717,104.059,4,hip-hop
4SrO6ntXp141rzHKIpSlYq,45,181332,FALSE,0.735,0.493,8,-5.989,1,0.0283,0.211,0,0.119,0.882,135.089,4,r-n-b
4qbEaaJ29p32GI8EWQmm6R,79,125256,FALSE,0.783,0.472,2,-8.392,1,0.0427,0.22,0.000458,0.0798,0.589,122.052,4,indie-pop
6nwuEYRXKrrq9Ag4S7fzmh,37,181775,FALSE,0.863,0.532,9,-8.709,1,0.0344,0.669,0.000158,0.224,0.868,113.063,4,indie-pop
4FCQpk4QKSZVs7MniDM5Yv,40,226874,FALSE,0.569,0.503,5,-9.587,1,0.0338,0.407,0.00082,0.128,0.207,108.068,4,indie-pop
0OBtVT2njy39xf4RgGV8cI,0,229033,FALSE,0.705,0.567,0,-7.054,1,0.0306,0.0199,0,0.0937,0.562,105.96,4,indie-pop
6N22FZs2ZhPBYi3b9XPajV,80,153294,FALSE,0.316,0.63,5,-5.963,1,0.117,0.471,0.262,0.205,0.313,89.643,1,indie-pop
0Wu0D0rtILSybiNVhkZC46,1,250160,FALSE,0.627,0.973,8,-0.223,0,0.0435,0.00137,0,0.0851,0.894,150.063,4,synth-pop
0bT6empnTxGJlNQEvDaGWr,4,198943,FALSE,0.662,0.585,0,-9.42,1,0.0458,0.0459,0.68,0.107,0.718,120.046,1,synth-pop
1SyOjtLqqqk2AVLZnRI3bk,12,231453,FALSE,0.634,0.59,6,-7.66,1,0.0294,0.0248,0.16,0.112,0.45,125.998,4,synth-pop
1BZMMt9H0TheQGWQy44KmO,51,196200,FALSE,0.649,0.313,8,-16.631,1,0.0339,0.0503,0.0017,0.0864,0.708,115.493,4,synth-pop
50BYymJYX2k7hnmfiXnYXs,62,185574,FALSE,0.572,0.533,1,-5.062,0,0.0645,0.347,0,0.0794,0.441,155.69,4,hip-hop
1QZRCi2Z1DQQaR6bGAzhtN,69,224444,FALSE,0.843,0.768,11,-4.554,0,0.117,0.256,0,0.614,0.662,139.998,4,pop
02hbx1ujULeFGMa2t9ZYEm,0,191822,TRUE,0.836,0.743,10,-6.305,0,0.0656,0.0995,0,0.335,0.722,108.966,4,hip-hop
2WfaOiMkCvy7F5fcp2zZ8L,85,225280,FALSE,0.573,0.902,6,-7.638,0,0.054,0.018,0.00125,0.0928,0.876,84.412,4,synth-pop
2nEntnpNpsJNhw1wLY8O96,58,184848,FALSE,0.787,0.734,0,-6.465,1,0.0703,0.364,0.000995,0.0625,0.644,98.989,4,indie-pop
2usrT8QIbIk9y0NEtQwS4j,73,127920,FALSE,0.617,0.778,9,-8.872,0,0.027,0.459,0.925,0.128,0.152,100.363,4,indie-pop
3iICKiDTyIK5qoVl2hXB2f,63,177391,FALSE,0.86,0.541,1,-6.51,0,0.0325,0.165,0.163,0.0663,0.952,114.984,4,hip-hop
0CeIsAidKu8v9c38WjGFe5,1,172080,TRUE,0.823,0.603,10,-6.783,0,0.393,0.00212,4.27E-06,0.245,0.225,180.072,4,hip-hop
000RDCYioLteXcutOjeweY,62,190203,FALSE,0.679,0.77,0,-3.537,1,0.19,0.0583,0,0.0825,0.839,161.721,4,hip-hop
3xzRBn3ywzobJrc1efC7Sb,56,251573,FALSE,0.535,0.801,0,-11.734,1,0.0345,0.00103,0.00329,0.0676,0.672,155.571,4,synth-pop
6SA1ej8pu5hCoAZXNiMTmQ,0,250026,FALSE,0.627,0.704,0,-8.415,1,0.0497,0.0458,0.0859,0.113,0.781,141.891,4,synth-pop
1aPqexHVW20OTamBHdWWVL,60,214786,FALSE,0.953,0.652,11,-4.159,0,0.0849,0.00456,0,0.0287,0.73,122.997,4,indie-pop
5WXezeBcPemshsXjMCyi9b,42,252813,FALSE,0.691,0.675,6,-5.771,0,0.033,0.217,0,0.114,0.634,102.031,4,indie-pop
7KtQd5BN1cGQIvefTWEZLq,55,63706,FALSE,0.705,0.73,5,-7.886,1,0.346,0.159,0.000239,0.154,0.819,140.14,4,hip-hop
7sz5KvtMyrndatGDr14dCk,23,226200,FALSE,0.677,0.457,4,-12.888,0,0.0255,0.556,2.22E-05,0.191,0.485,95.005,4,synth-pop
2sNMcxZh7AwImXtrv8UV3S,44,305335,FALSE,0.658,0.621,8,-7.506,1,0.03,0.0112,0.000755,0.109,0.613,92.025,4,indie-pop
7FjIYiD53wxlQmzTT6Wdpf,69,231440,FALSE,0.669,0.395,9,-9.598,1,0.03,0.332,0.000196,0.37,0.196,125.979,4,indie-pop
4w7lBzX0EcDuy8tQLQvjC2,66,209117,TRUE,0.855,0.478,1,-8.698,1,0.107,0.0684,0,0.111,0.355,135.987,4,r-n-b
2W1zOcEgg4RllJOarL3OKu,0,191822,TRUE,0.836,0.743,10,-6.305,0,0.0656,0.0995,0,0.335,0.722,108.966,4,hip-hop
0eu4C55hL6x29mmeAjytzC,79,161803,FALSE,0.7,0.49,0,-5.187,1,0.076,0.186,0,0.117,0.569,79.982,4,hip-hop
0FDYLzgHnQ0LUUm1n6kUft,49,186180,FALSE,0.684,0.727,0,-6.246,1,0.0403,0.0987,0,0.0908,0.777,125.046,4,synth-pop
0WtM2NBVQNNJLh6scP13H8,,239317,FALSE,,,11,,1,0.0381,0.382,0.000669,0.114,0.802,,4,pop
1UNiiCIdlFKw41IFQOalbm,0,269040,FALSE,0.535,0.831,11,-5.961,0,0.0524,0.00347,4.50E-05,0.0835,0.289,124.909,4,synth-pop
5zcfnScTSFGCHGY1yeXWke,65,325257,FALSE,0.511,0.622,10,-6.184,1,0.0435,0.0662,7.78E-05,0.0465,0.387,85.349,4,pop
0hIEAMMiVHPW8QvZ6r25U5,41,178226,FALSE,0.252,0.535,2,-7.898,1,0.0387,0.659,2.58E-05,0.099,0.354,81.805,4,r-n-b
4oGJXrQZrDehnZX6NT5MPn,0,183066,FALSE,0.623,0.668,6,-7.282,0,0.0531,0.475,0,0.0862,0.823,161.948,4,pop
4xEE8LKZ8VEcTHE2pFewKM,26,530173,FALSE,0.763,0.599,1,-9.069,1,0.0427,0.0238,0.744,0.541,0.112,113.912,4,synth-pop
7zhGGe03gWqlrZgE2n8qEf,5,263400,FALSE,0.598,0.448,8,-6.312,1,0.0232,0.162,0,0.106,0.168,95.009,3,pop
54iBx9ljqees6R2noSh0Yk,0,155498,FALSE,0.559,0.674,7,-6.554,1,0.0552,0.00681,0,0.546,0.808,127.009,4,indie-pop
1GcnF0cnsvfBHwA7Sfyckl,0,182133,FALSE,0.366,0.413,8,-6.496,1,0.0303,0.818,0,0.2,0.193,73.4,4,r-n-b
1lGJG7xbPfctagSQNv0t9A,40,191982,FALSE,0.705,0.953,1,-3.128,1,0.149,0.038,0,0.0586,0.633,108.243,4,r-n-b
7GaradaPdkWPyL6h0NgaLA,0,268216,FALSE,0.754,0.449,8,-8.79,1,0.0488,0.0407,0.000642,0.0963,0.334,90.405,4,pop
6IFwG4pnVPcpwX4kXFUbsV,49,224507,TRUE,0.768,0.593,5,-9.643,0,0.0463,0.0993,0.000184,0.105,0.329,104.954,4,synth-pop
3w7JADbLdKE1Qta6aH0SC6,0,200437,TRUE,0.878,0.723,10,-6.66,0,0.0599,0.145,0,0.708,0.534,119.04,4,hip-hop
3jf5303mzzJ96O8xFTcEn4,69,266005,FALSE,0.428,0.467,2,-4.904,1,0.0327,0.68,0,0.135,0.193,90.831,4,pop
50veEke1qBVENqAGcKjdnZ,0,164466,FALSE,0.477,0.93,1,-2.347,1,0.051,0.0185,0,0.202,0.779,150.072,4,indie-pop
0mW4qfi2vus7qErr9jAeFJ,44,226040,FALSE,0.789,0.899,6,-6.363,1,0.138,0.125,0,0.103,0.847,97.999,4,r-n-b
0sr2pcHb3tnWqIgZU1Urj6,0,220520,FALSE,0.332,0.429,7,-8.376,1,0.0287,0.356,3.10E-05,0.0619,0.242,128.091,4,r-n-b
41jxXLrYhNsogBNYKHWLih,49,180398,FALSE,0.776,0.407,4,-8.282,1,0.0649,0.644,0,0.148,0.749,122.889,4,r-n-b
7fBv7CLKzipRk6EC6TWHOB,88,242253,TRUE,0.585,0.564,0,-7.063,0,0.0515,0.0671,0,0.135,0.137,113.003,4,pop
1OQ3PoRZRtE7RH0NIh3p1O,61,237266,FALSE,0.359,0.469,7,-8.06,1,0.0326,0.745,0,0.101,0.259,84.366,4,indie-pop
0XxJX5RIwUkX37UIdGZu9C,56,243773,FALSE,0.571,0.89,1,-6.995,1,0.0373,0.0469,1.53E-05,0.0833,0.768,139.963,4,synth-pop
5o37x6LpNSec4jSfPIChsQ,56,151106,FALSE,0.595,0.996,2,-3.418,1,0.0599,0.195,0.0345,0.0351,0.376,152.049,4,synth-pop
6h1JK4zvCvvSHJFFVG3Vqf,0,112546,TRUE,0.902,0.669,1,-5.049,1,0.457,0.161,0,0.0728,0.628,139.949,4,hip-hop
2EaZJ3QueEizd22LdKnQxG,44,293600,FALSE,0.536,0.599,2,-8.744,1,0.0313,0.254,0,0.238,0.35,104.156,4,synth-pop
0HDO6JFfplYPrSWuufUosZ,62,227026,FALSE,0.696,0.354,6,-14.043,0,0.0353,0.767,0.00158,0.128,0.242,119.938,4,synth-pop
39lSeqnyjZJejRuaREfyLL,73,220626,FALSE,0.691,0.812,0,-7.772,1,0.0558,0.0433,1.16E-06,0.299,0.685,127.568,4,synth-pop
2oiffhYxrg5NHiPDZubyqa,2,192477,TRUE,0.812,0.855,7,-3.725,1,0.0554,0.0789,0.000167,0.108,0.573,90.04,4,hip-hop
5mvAPEp2FA2myWJAE1FYt3,0,180566,FALSE,0.683,0.534,4,-10.348,1,0.189,0.519,0.247,0.148,0.284,150.469,4,pop
5X5xWnr5e7bDpfIXqipcBw,34,294826,FALSE,0.633,0.181,10,-12.435,1,0.0308,0.945,1.91E-05,0.122,0.0945,112.212,4,synth-pop
0UQor28BlM3xdKQGAwPPyP,44,199814,FALSE,0.73,0.467,6,-10.498,0,0.0277,0.596,0,0.114,0.641,110.131,4,r-n-b
7eTy1IzCaICfm6JYy1BV4u,46,231897,FALSE,0.731,0.317,6,-13.775,1,0.0358,0.812,0.149,0.106,0.33,114.078,4,indie-pop
0PyopHInX2qJzsRUKgNnxI,51,221413,FALSE,0.579,0.418,11,-10.856,0,0.0309,0.841,0.000363,0.113,0.202,122.988,4,indie-pop
4iFPsNzNV7V9KJgcOX7TEO,72,341933,FALSE,0.702,0.86,7,-3.969,1,0.0345,0.361,1.33E-06,0.133,0.829,120.042,4,pop
0l57iePpa93L0rC7W042kN,45,241000,FALSE,0.575,0.77,7,-7.252,1,0.0886,0.479,0,0.116,0.894,179.935,3,indie-pop
1kChx0uGraDIIyOVtBVawU,44,255933,FALSE,0.49,0.866,0,-6.117,1,0.0297,0.0107,0.000636,0.106,0.624,159.057,4,synth-pop
3HfnBSgiXNqaexmmtnDB4j,4,208546,FALSE,0.594,0.935,0,-2.018,1,0.0357,0.243,2.36E-06,0.102,0.602,113.99,4,pop
2btAqXXb9XWPx1otiZtJbd,23,178400,FALSE,0.536,0.593,4,-14.733,1,0.0334,0.187,3.79E-06,0.102,0.869,150.219,4,synth-pop
4lLahP9nb19QJux8cSXSIX,4,248768,FALSE,0.685,0.909,3,-4.034,0,0.0396,0.0471,0,0.35,0.922,95.004,4,hip-hop
1i5nDFmDSi8Q3UPRVnbc03,3,215586,FALSE,0.69,0.856,1,-2.549,0,0.0376,0.0689,7.82E-05,0.0761,0.74,145.966,4,pop
